Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,implied_base_sales,cost,capped_sales,capped_profit,profit_delta
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,38.864,4,0.8,-99.1032,194.32000000000002,137.9672,155.45600000000002,17.488800000000026,116.59200000000003
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,62.79,3,0.8,-166.3935,313.95000000000005,229.18349999999998,251.16000000000005,21.976500000000073,188.37000000000006
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,64.384,4,0.8,-160.96,321.9200000000001,225.344,257.53600000000006,32.192000000000064,193.15200000000007
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,67.84,5,0.8,-179.776,339.2000000000001,247.616,271.36000000000007,23.744000000000057,203.52000000000007
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,87.168,8,0.8,-226.6368,435.84000000000015,313.8048,348.67200000000014,34.86720000000014,261.50400000000013
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Appliances,93.032,2,0.8,-251.1864,465.1600000000001,344.2184,372.1280000000001,27.909600000000125,279.0960000000001
Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Appliances,97.264,4,0.8,-243.16,486.3200000000001,340.424,389.0560000000001,48.63200000000012,291.79200000000014
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,176.772,3,0.8,-459.6072,883.8600000000001,636.3792,707.0880000000002,70.70880000000022,530.3160000000003
Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Appliances,294.62,5,0.8,-766.012,1473.1000000000004,1060.632,1178.4800000000002,117.84800000000018,883.8600000000001
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,0.984,2,0.8,-1.476,4.920000000000001,2.46,3.936000000000001,1.4760000000000009,2.952000000000001
Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,1.112,2,0.8,-1.8904,5.560000000000001,3.0024,4.448000000000001,1.445600000000001,3.336000000000001
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,1.188,1,0.8,-1.9602,5.940000000000001,3.1482,4.752000000000002,1.6038000000000014,3.5640000000000014
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,1.192,2,0.8,-2.0264,5.960000000000001,3.2184,4.768000000000001,1.5496000000000008,3.576000000000001
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,1.234,1,0.8,-1.9744,6.170000000000002,3.2084,4.936000000000002,1.7276000000000016,3.7020000000000017
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,1.248,2,0.8,-1.9344,6.240000000000001,3.1824,4.992000000000001,1.809600000000001,3.7440000000000007
First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,1.248,3,0.8,-1.9344,6.240000000000001,3.1824,4.992000000000001,1.809600000000001,3.7440000000000007
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,1.476,3,0.8,-2.214,7.380000000000002,3.69,5.904000000000002,2.2140000000000017,4.428000000000002
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Binders,1.524,2,0.8,-2.667,7.620000000000002,4.191,6.096000000000002,1.905000000000002,4.572000000000002
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.08,5,0.8,-3.432,10.400000000000002,5.5120000000000005,8.320000000000002,2.8080000000000016,6.240000000000002
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,2.296,2,0.8,-3.9032,11.480000000000002,6.199199999999999,9.184000000000003,2.9848000000000035,6.8880000000000035
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,2.694,3,0.8,-4.7145,13.470000000000002,7.4085,10.776000000000003,3.3675000000000033,8.082000000000004
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Binders,2.724,2,0.8,-4.3584,13.620000000000005,7.0824,10.896000000000004,3.8136000000000045,8.172000000000004
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,2.896,1,0.8,-4.7784,14.480000000000002,7.6744,11.584000000000003,3.909600000000003,8.688000000000002
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,2.92,2,0.8,-4.818,14.600000000000003,7.7379999999999995,11.680000000000003,3.9420000000000037,8.760000000000003
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,2.934,3,0.8,-4.9878,14.670000000000003,7.9218,11.736000000000004,3.814200000000004,8.802000000000003
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.934,3,0.8,-4.9878,14.670000000000003,7.9218,11.736000000000004,3.814200000000004,8.802000000000003
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,3.564,3,0.8,-6.237,17.820000000000004,9.801,14.256000000000004,4.455000000000004,10.692000000000004
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,3.648,3,0.8,-6.0192,18.240000000000006,9.6672,14.592000000000006,4.9248000000000065,10.944000000000006
Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,3.798,1,0.8,-6.0768,18.990000000000006,9.8748,15.192000000000005,5.317200000000005,11.394000000000005
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,4.24,5,0.8,-6.36,21.200000000000006,10.600000000000001,16.960000000000004,6.360000000000003,12.720000000000002
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,4.312,2,0.8,-6.8992,21.560000000000006,11.211200000000002,17.248000000000005,6.036800000000003,12.936000000000003
Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,4.47,3,0.8,-7.8225,22.350000000000005,12.2925,17.880000000000006,5.587500000000006,13.410000000000005
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,4.488,6,0.8,-6.732,22.44000000000001,11.22,17.95200000000001,6.732000000000008,13.46400000000001
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,5.18,5,0.8,-8.029,25.900000000000006,13.209,20.720000000000006,7.511000000000006,15.540000000000006
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,5.232,4,0.8,-8.1096,26.160000000000007,13.3416,20.928000000000008,7.586400000000008,15.696000000000009
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,5.8,5,0.8,-10.15,29.000000000000007,15.95,23.200000000000006,7.250000000000007,17.400000000000006
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,6.216,6,0.8,-9.6348,31.08000000000001,15.8508,24.864000000000008,9.013200000000008,18.64800000000001
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Binders,6.23,5,0.8,-9.6565,31.15000000000001,15.8865,24.92000000000001,9.033500000000009,18.69000000000001
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,6.33,5,0.8,-9.8115,31.650000000000006,16.1415,25.320000000000007,9.178500000000007,18.99000000000001
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,6.588,3,0.8,-10.2114,32.940000000000005,16.7994,26.352000000000004,9.552600000000005,19.764000000000003
First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,6.816,2,0.8,-11.5872,34.080000000000005,18.4032,27.264000000000006,8.860800000000008,20.448000000000008
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,6.9,3,0.8,-12.075,34.50000000000001,18.975,27.60000000000001,8.625000000000007,20.700000000000006
First Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Binders,7.68,5,0.8,-11.52,38.400000000000006,19.2,30.720000000000006,11.520000000000007,23.040000000000006
Second Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Binders,8.608,8,0.8,-13.3424,43.04000000000001,21.950400000000002,34.43200000000001,12.481600000000007,25.824000000000005
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Binders,9.156,3,0.8,-13.734,45.780000000000015,22.89,36.62400000000002,13.734000000000016,27.468000000000018
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Binders,9.264,3,0.8,-13.896,46.32000000000001,23.16,37.056000000000004,13.896000000000004,27.792000000000005
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,9.648,6,0.8,-16.884,48.24000000000001,26.532,38.59200000000001,12.060000000000013,28.944000000000013
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,10.476,6,0.8,-17.2854,52.38000000000002,27.761400000000002,41.90400000000002,14.142600000000016,31.428000000000015
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,10.78,5,0.8,-17.248,53.900000000000006,28.028,43.120000000000005,15.092000000000006,32.34
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,12.176,4,0.8,-18.8728,60.88000000000002,31.0488,48.704000000000015,17.655200000000015,36.52800000000002
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,12.384,3,0.8,-19.8144,61.920000000000016,32.1984,49.536000000000016,17.337600000000016,37.152000000000015
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,12.588,3,0.8,-20.1408,62.94000000000001,32.7288,50.35200000000001,17.62320000000001,37.76400000000001
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Binders,13.776,6,0.8,-22.0416,68.88000000000001,35.8176,55.10400000000001,19.286400000000015,41.32800000000002
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,14.112,9,0.8,-21.168,70.56000000000002,35.28,56.448000000000015,21.168000000000013,42.33600000000001
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,15.624,2,0.8,-24.9984,78.12000000000002,40.6224,62.496000000000016,21.873600000000017,46.872000000000014
Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,16.27,5,0.8,-25.2185,81.35000000000002,41.4885,65.08000000000003,23.591500000000025,48.810000000000024
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,18.24,3,0.8,-31.008,91.20000000000002,49.248,72.96000000000002,23.712000000000025,54.72000000000003
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,21.99,5,0.8,-32.985,109.95000000000002,54.974999999999994,87.96000000000002,32.98500000000003,65.97000000000003
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,25.68,3,0.8,-39.804,128.40000000000003,65.48400000000001,102.72000000000003,37.23600000000002,77.04000000000002
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,26.046,3,0.8,-44.2782,130.23000000000002,70.32419999999999,104.18400000000003,33.859800000000035,78.13800000000003
First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,26.046,3,0.8,-44.2782,130.23000000000002,70.32419999999999,104.18400000000003,33.859800000000035,78.13800000000003
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,32.06,10,0.8,-51.296,160.30000000000004,83.356,128.24000000000004,44.88400000000004,96.18000000000004
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Binders,33.28,5,0.8,-49.92,166.40000000000003,83.2,133.12000000000003,49.92000000000003,99.84000000000003
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,34.24,4,0.8,-53.072,171.20000000000005,87.31200000000001,136.96000000000004,49.648000000000025,102.72000000000003
First Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Binders,41.568,6,0.8,-66.5088,207.84000000000003,108.07679999999999,166.27200000000005,58.19520000000006,124.70400000000005
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,252.784,4,0.8,-417.0936,1263.9200000000003,669.8776,1011.1360000000003,341.2584000000003,758.3520000000003
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,896.99,5,0.8,-1480.0335,4484.950000000001,2377.0235000000002,3587.960000000001,1210.9365000000007,2690.9700000000007
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,1088.792,4,0.8,-1850.9464,5443.960000000001,2939.7384,4355.168000000001,1415.4296000000004,3266.376
First Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,1525.188,6,0.8,-2287.782,7625.940000000002,3812.9700000000003,6100.752000000002,2287.782000000002,4575.564000000002
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Machines,287.91,3,0.4,33.5895,479.8500000000001,254.32050000000004,383.8800000000001,129.55950000000007,95.97000000000007
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Machines,559.71,3,0.4,-121.2705,932.8500000000001,680.9805,746.2800000000002,65.2995000000002,186.5700000000002
Second Class,Corporate,United States,Houston,Texas,77041,Central,Technology,Machines,597.132,3,0.4,49.761,995.2199999999999,547.371,796.1759999999999,248.80499999999995,199.04399999999995
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Machines,998.85,5,0.4,-199.77,1664.75,1198.6200000000001,1331.8000000000002,133.18000000000006,332.95000000000005
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,2519.958,7,0.4,-251.9958,4199.93,2771.9538000000002,3359.9440000000004,587.9902000000002,839.9860000000002
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,3059.982,3,0.4,-509.997,5099.97,3569.979,4079.9760000000006,509.99700000000075,1019.9940000000008
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Furniture,Bookcases,956.6648,7,0.32,-225.0976,1406.8600000000001,1181.7624,1125.488,-56.274400000000014,168.82319999999999
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Chairs,310.744,4,0.3,-26.6352,443.9200000000001,337.3792,355.1360000000001,17.756800000000055,44.39200000000005
First Class,Corporate,United States,Huntsville,Texas,77340,Central,Furniture,Chairs,528.43,5,0.3,0.0,754.9,528.43,603.92,75.49000000000001,75.49000000000001
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Furniture,Chairs,1212.96,8,0.3,-69.312,1732.8000000000002,1282.272,1386.2400000000002,103.9680000000003,173.2800000000003
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,56.568,2,0.6,-74.9526,141.42,131.5206,113.136,-18.384600000000006,56.568
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,76.728,3,0.6,-53.7096,191.81999999999996,130.4376,153.456,23.018399999999986,76.72799999999998
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,141.42,5,0.6,-187.3815,353.54999999999995,328.8015,282.84,-45.9615,141.42
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Tables,211.372,2,0.3,-45.294,301.96000000000004,256.666,241.56800000000004,-15.097999999999956,30.19600000000004
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Tables,609.98,4,0.3,-113.282,871.4000000000001,723.2620000000001,697.1200000000001,-26.14199999999994,87.14000000000006
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Appliances,15.224,2,0.8,-38.8212,76.12000000000002,54.045199999999994,60.896000000000015,6.850800000000021,45.67200000000002
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,0.898,1,0.8,-1.5715,4.490000000000001,2.4695,3.592000000000001,1.122500000000001,2.694000000000001
